"YearEnd","Country","HBT","DepartmentType","Age","AgeQF","Sex","SexQF","Deprivation","DeprivationQF","OneAttendance","TwoAttendances","ThreeAttendances","FourAttendances","FivePlusAttendances"
"202406","S92000003","S08000022","Minor Injury Unit or Other","Under 18","","Female","","4","",16,3,0,1,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","Under 18","","Female","","5","",1,0,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","Under 18","","Female","","",":",2,0,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","18-24","","Male","","1","",11,3,3,0,1
"202406","S92000003","S08000022","Minor Injury Unit or Other","18-24","","Male","","2","",16,6,2,0,1
"202406","S92000003","S08000022","Minor Injury Unit or Other","18-24","","Male","","3","",31,9,3,1,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","18-24","","Male","","4","",2,1,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","25-39","","Male","","1","",35,6,2,2,4
"202406","S92000003","S08000022","Minor Injury Unit or Other","25-39","","Male","","2","",35,7,2,0,4
"202406","S92000003","S08000022","Minor Injury Unit or Other","25-39","","Male","","3","",66,13,11,1,2
"202406","S92000003","S08000022","Minor Injury Unit or Other","25-39","","Male","","4","",14,3,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","25-39","","Male","","5","",3,0,1,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","25-39","","Male","","",":",1,0,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","40-64","","Male","","1","",42,14,6,3,3
"202406","S92000003","S08000022","Minor Injury Unit or Other","40-64","","Male","","2","",53,16,5,3,7
"202406","S92000003","S08000022","Minor Injury Unit or Other","40-64","","Male","","3","",131,24,6,2,1
"202406","S92000003","S08000022","Minor Injury Unit or Other","40-64","","Male","","4","",29,1,1,1,1
"202406","S92000003","S08000022","Minor Injury Unit or Other","40-64","","Male","","5","",7,0,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","40-64","","Male","","",":",2,0,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","65-74","","Male","","1","",8,6,5,3,1
"202406","S92000003","S08000022","Minor Injury Unit or Other","65-74","","Male","","2","",22,8,3,0,2
"202406","S92000003","S08000022","Minor Injury Unit or Other","65-74","","Male","","3","",55,22,8,2,3
"202406","S92000003","S08000022","Minor Injury Unit or Other","65-74","","Male","","4","",4,2,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","65-74","","Male","","5","",4,1,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","65-74","","Male","","",":",1,0,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","75 plus","","Male","","1","",27,2,2,2,4
"202406","S92000003","S08000022","Minor Injury Unit or Other","75 plus","","Male","","2","",17,9,5,2,4
"202406","S92000003","S08000022","Minor Injury Unit or Other","75 plus","","Male","","3","",57,27,17,5,7
"202406","S92000003","S08000022","Minor Injury Unit or Other","75 plus","","Male","","4","",17,6,0,1,1
"202406","S92000003","S08000022","Minor Injury Unit or Other","75 plus","","Male","","5","",4,0,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","Under 18","","Male","","1","",13,15,2,4,2
"202406","S92000003","S08000022","Minor Injury Unit or Other","Under 18","","Male","","2","",32,13,5,2,2
"202406","S92000003","S08000022","Minor Injury Unit or Other","Under 18","","Male","","3","",91,30,14,2,4
"202406","S92000003","S08000022","Minor Injury Unit or Other","Under 18","","Male","","4","",18,2,1,0,1
"202406","S92000003","S08000022","Minor Injury Unit or Other","Under 18","","Male","","5","",1,0,0,0,0
"202406","S92000003","S08000022","Minor Injury Unit or Other","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000024","Emergency Department","18-24","","Female","","1","",809,202,57,21,46
"202406","S92000003","S08000024","Emergency Department","18-24","","Female","","2","",1134,260,75,22,34
"202406","S92000003","S08000024","Emergency Department","18-24","","Female","","3","",864,176,52,15,8
"202406","S92000003","S08000024","Emergency Department","18-24","","Female","","4","",873,138,30,21,12
"202406","S92000003","S08000024","Emergency Department","18-24","","Female","","5","",1187,176,50,22,19
"202406","S92000003","S08000024","Emergency Department","18-24","","Female","","",":",302,54,12,3,4
"202406","S92000003","S08000024","Emergency Department","25-39","","Female","","1","",1967,433,151,55,85
"202406","S92000003","S08000024","Emergency Department","25-39","","Female","","2","",2499,523,171,71,84
"202406","S92000003","S08000024","Emergency Department","25-39","","Female","","3","",1772,348,91,42,54
"202406","S92000003","S08000024","Emergency Department","25-39","","Female","","4","",1581,273,67,19,25
"202406","S92000003","S08000024","Emergency Department","25-39","","Female","","5","",1692,234,46,23,22
"202406","S92000003","S08000024","Emergency Department","25-39","","Female","","",":",1110,201,60,31,30
"202406","S92000003","S08000024","Emergency Department","40-64","","Female","","1","",2523,554,207,59,94
"202406","S92000003","S08000024","Emergency Department","40-64","","Female","","2","",3541,804,249,102,110
"202406","S92000003","S08000024","Emergency Department","40-64","","Female","","3","",2624,473,134,48,64
"202406","S92000003","S08000024","Emergency Department","40-64","","Female","","4","",2385,380,90,43,32
"202406","S92000003","S08000024","Emergency Department","40-64","","Female","","5","",3021,452,94,29,26
"202406","S92000003","S08000024","Emergency Department","40-64","","Female","","",":",793,157,54,14,18
"202406","S92000003","S08000024","Emergency Department","65-74","","Female","","1","",612,161,53,22,22
"202406","S92000003","S08000024","Emergency Department","65-74","","Female","","2","",1208,282,92,39,42
"202406","S92000003","S08000024","Emergency Department","65-74","","Female","","3","",872,204,63,22,18
"202406","S92000003","S08000024","Emergency Department","65-74","","Female","","4","",935,154,54,25,8
"202406","S92000003","S08000024","Emergency Department","65-74","","Female","","5","",1209,230,56,16,10
"202406","S92000003","S08000024","Emergency Department","65-74","","Female","","",":",129,26,11,9,1
"202406","S92000003","S08000024","Emergency Department","75 plus","","Female","","1","",844,261,75,36,24
"202406","S92000003","S08000024","Emergency Department","75 plus","","Female","","2","",1624,491,166,63,63
"202406","S92000003","S08000024","Emergency Department","75 plus","","Female","","3","",1333,385,140,40,34
"202406","S92000003","S08000024","Emergency Department","75 plus","","Female","","4","",1377,373,109,42,26
"202406","S92000003","S08000024","Emergency Department","75 plus","","Female","","5","",2398,567,153,59,29
"202406","S92000003","S08000024","Emergency Department","75 plus","","Female","","",":",148,31,9,3,0
"202406","S92000003","S08000024","Emergency Department","Under 18","","Female","","1","",2185,656,265,99,116
"202406","S92000003","S08000024","Emergency Department","Under 18","","Female","","2","",2651,762,282,112,106
"202406","S92000003","S08000024","Emergency Department","Under 18","","Female","","3","",1928,582,187,81,60
"202406","S92000003","S08000024","Emergency Department","Under 18","","Female","","4","",2018,515,163,65,71
"202406","S92000003","S08000024","Emergency Department","Under 18","","Female","","5","",2979,749,237,110,77
"202406","S92000003","S08000024","Emergency Department","Under 18","","Female","","",":",1528,449,172,60,59
"202406","S92000003","S08000024","Emergency Department","18-24","","Male","","1","",789,162,43,13,35
"202406","S92000003","S08000024","Emergency Department","18-24","","Male","","2","",1063,191,56,22,16
"202406","S92000003","S08000024","Emergency Department","18-24","","Male","","3","",849,131,36,12,12
"202406","S92000003","S08000024","Emergency Department","18-24","","Male","","4","",820,129,23,13,6
"202406","S92000003","S08000024","Emergency Department","18-24","","Male","","5","",1106,166,37,12,9
"202406","S92000003","S08000024","Emergency Department","18-24","","Male","","",":",205,46,9,1,3
"202406","S92000003","S08000024","Emergency Department","25-39","","Male","","1","",2042,416,142,54,62
"202406","S92000003","S08000024","Emergency Department","25-39","","Male","","2","",2540,539,145,74,84
"202406","S92000003","S08000024","Emergency Department","25-39","","Male","","3","",1803,337,85,38,35
"202406","S92000003","S08000024","Emergency Department","25-39","","Male","","4","",1580,240,65,17,22
"202406","S92000003","S08000024","Emergency Department","25-39","","Male","","5","",1604,237,53,13,9
"202406","S92000003","S08000024","Emergency Department","25-39","","Male","","",":",814,131,43,11,12
"202406","S92000003","S08000024","Emergency Department","40-64","","Male","","1","",2727,599,200,74,111
"202406","S92000003","S08000024","Emergency Department","40-64","","Male","","2","",3484,767,266,80,139
"202406","S92000003","S08000024","Emergency Department","40-64","","Male","","3","",2604,499,147,53,62
"202406","S92000003","S08000024","Emergency Department","40-64","","Male","","4","",2392,408,99,48,35
"202406","S92000003","S08000024","Emergency Department","40-64","","Male","","5","",2860,425,92,22,27
"202406","S92000003","S08000024","Emergency Department","40-64","","Male","","",":",724,129,39,11,23
"202406","S92000003","S08000024","Emergency Department","65-74","","Male","","1","",657,155,56,27,25
"202406","S92000003","S08000024","Emergency Department","65-74","","Male","","2","",1134,268,89,39,31
"202406","S92000003","S08000024","Emergency Department","65-74","","Male","","3","",837,146,59,17,17
"202406","S92000003","S08000024","Emergency Department","65-74","","Male","","4","",871,168,49,12,15
"202406","S92000003","S08000024","Emergency Department","65-74","","Male","","5","",1148,207,41,16,5
"202406","S92000003","S08000024","Emergency Department","65-74","","Male","","",":",135,26,11,3,3
"202406","S92000003","S08000024","Emergency Department","75 plus","","Male","","1","",563,165,55,22,21
"202406","S92000003","S08000024","Emergency Department","75 plus","","Male","","2","",1128,358,120,53,41
"202406","S92000003","S08000024","Emergency Department","75 plus","","Male","","3","",953,251,99,37,22
"202406","S92000003","S08000024","Emergency Department","75 plus","","Male","","4","",1021,272,87,31,25
"202406","S92000003","S08000024","Emergency Department","75 plus","","Male","","5","",1610,406,129,40,25
"202406","S92000003","S08000024","Emergency Department","75 plus","","Male","","",":",107,30,14,2,0
"202406","S92000003","S08000024","Emergency Department","Under 18","","Male","","1","",2561,772,288,132,112
"202406","S92000003","S08000024","Emergency Department","Under 18","","Male","","2","",3178,904,297,159,141
"202406","S92000003","S08000024","Emergency Department","Under 18","","Male","","3","",2370,693,227,87,82
"202406","S92000003","S08000024","Emergency Department","Under 18","","Male","","4","",2529,706,203,93,87
"202406","S92000003","S08000024","Emergency Department","Under 18","","Male","","5","",3762,981,310,120,127
"202406","S92000003","S08000024","Emergency Department","Under 18","","Male","","",":",1833,570,215,115,102
"202406","S92000003","S08000024","Emergency Department","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Female","","1","",161,26,7,2,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Female","","2","",206,17,5,2,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Female","","3","",205,15,5,0,1
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Female","","4","",197,22,2,3,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Female","","5","",381,37,9,0,3
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Female","","",":",41,5,2,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Female","","1","",516,57,14,8,5
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Female","","2","",513,77,8,2,5
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Female","","3","",477,38,13,3,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Female","","4","",421,33,11,4,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Female","","5","",642,62,4,2,3
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Female","","",":",204,24,1,0,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Female","","1","",779,154,36,10,10
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Female","","2","",870,128,34,8,14
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Female","","3","",649,104,22,8,7
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Female","","4","",703,89,19,7,4
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Female","","5","",1412,169,26,8,3
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Female","","",":",192,19,1,1,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Female","","1","",255,65,10,4,6
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Female","","2","",305,51,16,4,8
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Female","","3","",261,57,9,6,1
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Female","","4","",303,37,7,7,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Female","","5","",658,105,31,10,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Female","","",":",50,6,1,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Female","","1","",363,62,20,9,6
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Female","","2","",461,80,26,4,4
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Female","","3","",414,84,19,3,5
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Female","","4","",484,94,18,9,9
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Female","","5","",1321,230,55,20,11
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Female","","",":",43,5,3,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Female","","1","",95,8,1,2,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Female","","2","",82,6,0,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Female","","3","",59,2,1,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Female","","4","",62,1,2,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Female","","5","",230,20,3,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Female","","",":",16,3,0,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Male","","1","",215,34,3,1,3
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Male","","2","",233,28,3,0,3
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Male","","3","",169,23,2,4,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Male","","4","",220,22,3,1,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Male","","5","",437,42,3,1,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","18-24","","Male","","",":",47,4,2,0,1
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Male","","1","",574,81,10,6,4
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Male","","2","",614,86,15,6,5
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Male","","3","",503,57,12,4,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Male","","4","",504,54,6,1,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Male","","5","",703,64,13,2,5
"202406","S92000003","S08000024","Minor Injury Unit or Other","25-39","","Male","","",":",198,22,3,1,1
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Male","","1","",810,124,32,11,10
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Male","","2","",881,138,33,11,8
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Male","","3","",693,94,14,6,3
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Male","","4","",707,87,19,5,3
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Male","","5","",1318,173,33,5,4
"202406","S92000003","S08000024","Minor Injury Unit or Other","40-64","","Male","","",":",158,27,6,2,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Male","","1","",244,57,13,4,11
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Male","","2","",347,69,19,3,4
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Male","","3","",255,46,9,4,5
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Male","","4","",266,55,14,5,3
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Male","","5","",586,104,20,8,7
"202406","S92000003","S08000024","Minor Injury Unit or Other","65-74","","Male","","",":",40,3,1,1,1
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Male","","1","",249,51,11,4,10
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Male","","2","",425,78,27,7,9
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Male","","3","",350,74,22,7,5
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Male","","4","",442,82,24,8,7
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Male","","5","",1068,230,60,22,23
"202406","S92000003","S08000024","Minor Injury Unit or Other","75 plus","","Male","","",":",52,5,3,0,2
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Male","","1","",144,18,1,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Male","","2","",98,9,2,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Male","","3","",96,4,1,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Male","","4","",117,9,1,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Male","","5","",411,40,3,1,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","Under 18","","Male","","",":",34,6,1,0,0
"202406","S92000003","S08000024","Minor Injury Unit or Other","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","18-24","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","18-24","","Female","","2","",20,2,1,1,2
"202406","S92000003","S08000025","Emergency Department","18-24","","Female","","3","",33,4,2,2,0
"202406","S92000003","S08000025","Emergency Department","18-24","","Female","","4","",41,6,3,1,0
"202406","S92000003","S08000025","Emergency Department","18-24","","Female","","5","",12,6,2,0,0
"202406","S92000003","S08000025","Emergency Department","18-24","","Female","","",":",1,1,0,1,0
"202406","S92000003","S08000025","Emergency Department","25-39","","Female","","1","",2,0,2,0,0
"202406","S92000003","S08000025","Emergency Department","25-39","","Female","","2","",38,10,2,3,1
"202406","S92000003","S08000025","Emergency Department","25-39","","Female","","3","",84,14,1,4,0
"202406","S92000003","S08000025","Emergency Department","25-39","","Female","","4","",107,28,6,1,3
"202406","S92000003","S08000025","Emergency Department","25-39","","Female","","5","",34,8,1,0,0
"202406","S92000003","S08000025","Emergency Department","25-39","","Female","","",":",7,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","40-64","","Female","","1","",3,0,1,0,0
"202406","S92000003","S08000025","Emergency Department","40-64","","Female","","2","",60,12,4,1,4
"202406","S92000003","S08000025","Emergency Department","40-64","","Female","","3","",158,33,7,2,3
"202406","S92000003","S08000025","Emergency Department","40-64","","Female","","4","",240,55,10,6,4
"202406","S92000003","S08000025","Emergency Department","40-64","","Female","","5","",32,7,2,0,0
"202406","S92000003","S08000025","Emergency Department","40-64","","Female","","",":",6,3,2,0,0
"202406","S92000003","S08000025","Emergency Department","65-74","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","65-74","","Female","","2","",20,4,3,1,1
"202406","S92000003","S08000025","Emergency Department","65-74","","Female","","3","",55,17,5,5,3
"202406","S92000003","S08000025","Emergency Department","65-74","","Female","","4","",85,11,7,5,1
"202406","S92000003","S08000025","Emergency Department","65-74","","Female","","5","",20,2,1,1,0
"202406","S92000003","S08000025","Emergency Department","65-74","","Female","","",":",1,1,1,0,0
"202406","S92000003","S08000025","Emergency Department","75 plus","","Female","","2","",41,10,7,3,3
"202406","S92000003","S08000025","Emergency Department","75 plus","","Female","","3","",114,26,10,1,3
"202406","S92000003","S08000025","Emergency Department","75 plus","","Female","","4","",148,34,20,4,5
"202406","S92000003","S08000025","Emergency Department","75 plus","","Female","","5","",14,3,2,1,0
"202406","S92000003","S08000025","Emergency Department","75 plus","","Female","","",":",2,1,0,0,1
"202406","S92000003","S08000025","Emergency Department","Under 18","","Female","","1","",2,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","Under 18","","Female","","2","",29,11,1,1,2
"202406","S92000003","S08000025","Emergency Department","Under 18","","Female","","3","",82,24,4,3,3
"202406","S92000003","S08000025","Emergency Department","Under 18","","Female","","4","",152,32,6,1,1
"202406","S92000003","S08000025","Emergency Department","Under 18","","Female","","5","",35,6,3,1,0
"202406","S92000003","S08000025","Emergency Department","Under 18","","Female","","",":",7,4,3,0,0
"202406","S92000003","S08000025","Emergency Department","18-24","","Male","","1","",4,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","18-24","","Male","","2","",18,7,2,1,2
"202406","S92000003","S08000025","Emergency Department","18-24","","Male","","3","",31,7,6,0,1
"202406","S92000003","S08000025","Emergency Department","18-24","","Male","","4","",60,13,8,2,3
"202406","S92000003","S08000025","Emergency Department","18-24","","Male","","5","",16,7,1,1,0
"202406","S92000003","S08000025","Emergency Department","18-24","","Male","","",":",1,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","25-39","","Male","","1","",4,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","25-39","","Male","","2","",47,13,4,1,0
"202406","S92000003","S08000025","Emergency Department","25-39","","Male","","3","",92,19,8,1,2
"202406","S92000003","S08000025","Emergency Department","25-39","","Male","","4","",146,30,7,2,3
"202406","S92000003","S08000025","Emergency Department","25-39","","Male","","5","",29,5,1,0,0
"202406","S92000003","S08000025","Emergency Department","25-39","","Male","","",":",10,2,1,0,0
"202406","S92000003","S08000025","Emergency Department","40-64","","Male","","1","",5,1,0,0,0
"202406","S92000003","S08000025","Emergency Department","40-64","","Male","","2","",77,19,3,1,3
"202406","S92000003","S08000025","Emergency Department","40-64","","Male","","3","",143,27,11,7,5
"202406","S92000003","S08000025","Emergency Department","40-64","","Male","","4","",273,50,13,5,10
"202406","S92000003","S08000025","Emergency Department","40-64","","Male","","5","",57,13,0,1,2
"202406","S92000003","S08000025","Emergency Department","40-64","","Male","","",":",5,1,0,0,0
"202406","S92000003","S08000025","Emergency Department","65-74","","Male","","1","",1,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","65-74","","Male","","2","",16,9,2,1,1
"202406","S92000003","S08000025","Emergency Department","65-74","","Male","","3","",61,16,6,4,5
"202406","S92000003","S08000025","Emergency Department","65-74","","Male","","4","",86,19,7,2,4
"202406","S92000003","S08000025","Emergency Department","65-74","","Male","","5","",30,6,3,0,1
"202406","S92000003","S08000025","Emergency Department","65-74","","Male","","",":",1,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","75 plus","","Male","","2","",30,13,3,1,1
"202406","S92000003","S08000025","Emergency Department","75 plus","","Male","","3","",65,27,11,7,4
"202406","S92000003","S08000025","Emergency Department","75 plus","","Male","","4","",108,34,19,6,9
"202406","S92000003","S08000025","Emergency Department","75 plus","","Male","","5","",19,8,1,2,3
"202406","S92000003","S08000025","Emergency Department","75 plus","","Male","","",":",2,0,0,0,0
"202406","S92000003","S08000025","Emergency Department","Under 18","","Male","","1","",0,1,0,0,0
"202406","S92000003","S08000025","Emergency Department","Under 18","","Male","","2","",34,16,5,1,0
"202406","S92000003","S08000025","Emergency Department","Under 18","","Male","","3","",121,21,7,3,3
"202406","S92000003","S08000025","Emergency Department","Under 18","","Male","","4","",184,49,8,3,6
"202406","S92000003","S08000025","Emergency Department","Under 18","","Male","","5","",37,14,2,1,1
"202406","S92000003","S08000025","Emergency Department","Under 18","","Male","","",":",10,1,0,1,0
"202406","S92000003","S08000025","Emergency Department","",":","",":","",":",0,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","18-24","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","18-24","","Female","","2","",11,4,1,0,1
"202406","S92000003","S08000026","Emergency Department","18-24","","Female","","3","",37,11,3,2,1
"202406","S92000003","S08000026","Emergency Department","18-24","","Female","","4","",63,24,9,5,4
"202406","S92000003","S08000026","Emergency Department","18-24","","Female","","5","",4,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","18-24","","Female","","",":",3,0,1,0,0
"202406","S92000003","S08000026","Emergency Department","25-39","","Female","","1","",4,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","25-39","","Female","","2","",16,0,0,1,1
"202406","S92000003","S08000026","Emergency Department","25-39","","Female","","3","",75,22,5,2,9
"202406","S92000003","S08000026","Emergency Department","25-39","","Female","","4","",155,41,16,4,8
"202406","S92000003","S08000026","Emergency Department","25-39","","Female","","5","",9,3,0,0,0
"202406","S92000003","S08000026","Emergency Department","25-39","","Female","","",":",7,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","40-64","","Female","","1","",6,1,1,0,0
"202406","S92000003","S08000026","Emergency Department","40-64","","Female","","2","",14,3,2,0,1
"202406","S92000003","S08000026","Emergency Department","40-64","","Female","","3","",154,33,16,2,4
"202406","S92000003","S08000026","Emergency Department","40-64","","Female","","4","",302,87,28,15,9
"202406","S92000003","S08000026","Emergency Department","40-64","","Female","","5","",9,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","40-64","","Female","","",":",5,0,1,0,0
"202406","S92000003","S08000026","Emergency Department","65-74","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","65-74","","Female","","2","",10,3,1,0,0
"202406","S92000003","S08000026","Emergency Department","65-74","","Female","","3","",54,10,4,1,2
"202406","S92000003","S08000026","Emergency Department","65-74","","Female","","4","",136,25,13,1,5
"202406","S92000003","S08000026","Emergency Department","65-74","","Female","","5","",6,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","65-74","","Female","","",":",2,0,1,0,0
"202406","S92000003","S08000026","Emergency Department","75 plus","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","75 plus","","Female","","2","",6,2,1,2,0
"202406","S92000003","S08000026","Emergency Department","75 plus","","Female","","3","",100,26,11,6,2
"202406","S92000003","S08000026","Emergency Department","75 plus","","Female","","4","",156,55,18,8,5
"202406","S92000003","S08000026","Emergency Department","75 plus","","Female","","5","",3,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","75 plus","","Female","","",":",2,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","Under 18","","Female","","1","",1,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","Under 18","","Female","","2","",10,0,0,1,1
"202406","S92000003","S08000026","Emergency Department","Under 18","","Female","","3","",81,19,5,1,2
"202406","S92000003","S08000026","Emergency Department","Under 18","","Female","","4","",270,50,19,9,5
"202406","S92000003","S08000026","Emergency Department","Under 18","","Female","","5","",2,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","Under 18","","Female","","",":",6,3,1,0,1
"202406","S92000003","S08000026","Emergency Department","18-24","","Male","","1","",2,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","18-24","","Male","","2","",14,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","18-24","","Male","","3","",44,7,6,1,2
"202406","S92000003","S08000026","Emergency Department","18-24","","Male","","4","",103,27,8,0,2
"202406","S92000003","S08000026","Emergency Department","18-24","","Male","","5","",5,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","18-24","","Male","","",":",2,0,1,0,0
"202406","S92000003","S08000026","Emergency Department","25-39","","Male","","1","",15,2,1,0,0
"202406","S92000003","S08000026","Emergency Department","25-39","","Male","","2","",27,7,2,1,1
"202406","S92000003","S08000026","Emergency Department","25-39","","Male","","3","",115,22,11,5,4
"202406","S92000003","S08000026","Emergency Department","25-39","","Male","","4","",233,41,12,3,6
"202406","S92000003","S08000026","Emergency Department","25-39","","Male","","5","",17,0,1,0,0
"202406","S92000003","S08000026","Emergency Department","25-39","","Male","","",":",8,0,0,0,0
"202406","S92000003","S08000026","Emergency Department","40-64","","Male","","1","",25,1,0,0,0
"202406","S92000003","S08000026","Emergency Department","40-64","","Male","","2","",46,7,7,0,2
"202406","S92000003","S08000026","Emergency Department","40-64","","Male","","3","",191,43,18,7,9
"202406","S92000003","S08000026","Emergency Department","40-64","","Male","","4","",331,73,33,6,11
